Customer,"UCSB"
Date Range,03/01/2022 - 03/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,03/14/2022 00:00,1019,1268,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 01:00,641,847,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 02:00,435,541,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 03:00,291,362,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 04:00,224,258,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 05:00,158,188,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 06:00,149,167,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 07:00,178,232,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 08:00,259,432,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 09:00,719,959,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 10:00,1296,1618,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 11:00,1912,2061,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 12:00,2202,2363,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 13:00,2693,2903,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 14:00,2949,3187,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 15:00,2937,3181,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 16:00,2599,2743,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 17:00,2243,2565,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 18:00,2128,2255,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 19:00,1932,2059,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 20:00,1987,2192,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 21:00,2071,2168,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 22:00,1849,2140,1hour,UCSB > UCSB Library
UCSB Library,03/14/2022 23:00,1365,1716,1hour,UCSB > UCSB Library
UCSB Library,03/15/2022 00:00,923,1165,1hour,UCSB > UCSB Library
UCSB Library,03/15/2022 01:00,706,809,1hour,UCSB > UCSB Library
UCSB Library,03/15/2022 02:00,463,611,1hour,UCSB > UCSB Library
UCSB Library,03/15/2022 03:00,279,375,1hour,UCSB > UCSB Library
